Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
3500000000000000000000;25795000000000000;520000000000000000;21550000000000000000;7010000000000000000;8950000000000000000;6130000000000000000;378100000000000000;-1222500000000000000
3357000000000000000000;28406000000000000;340000000000000000;58710000000000000000;19140000000000000000;26890000000000000000;17890000000000000000;378100000000000000;-1222600000000000000
3134000000000000000000;49306000000000000;520000000000000000;15090000000000000000;2250000000000000000;6740000000000000000;2440000000000000000;378200000000000000;-1222400000000000000
2685000000000000000000;32727000000000000;520000000000000000;20260000000000000000;4820000000000000000;7090000000000000000;4560000000000000000;378100000000000000;-1222400000000000000
2594000000000000000000;31691000000000000;520000000000000000;17580000000000000000;4600000000000000000;6860000000000000000;4220000000000000000;378100000000000000;-1222500000000000000
2757000000000000000000;39000000000000000;520000000000000000;34810000000000000000;7510000000000000000;14440000000000000000;7180000000000000000;378200000000000000;-1222400000000000000
2250000000000000000000;39063000000000000;280000000000000000;33370000000000000000;8550000000000000000;15200000000000000000;8020000000000000000;378200000000000000;-1222500000000000000
2625000000000000000000;50917000000000000;520000000000000000;14240000000000000000;2890000000000000000;5500000000000000000;2530000000000000000;378200000000000000;-1222500000000000000
2185000000000000000000;26429000000000000;320000000000000000;38090000000000000000;10980000000000000000;18060000000000000000;10220000000000000000;378200000000000000;-1222500000000000000
2550000000000000000000;30233000000000000;260000000000000000;39590000000000000000;11960000000000000000;17490000000000000000;12170000000000000000;378200000000000000;-1222500000000000000
2241000000000000000000;31484000000000000;520000000000000000;23760000000000000000;5590000000000000000;9390000000000000000;5190000000000000000;378300000000000000;-1222500000000000000
2431000000000000000000;34722000000000000;350000000000000000;16130000000000000000;4280000000000000000;6750000000000000000;4220000000000000000;378300000000000000;-1222500000000000000
2316000000000000000000;31429000000000000;520000000000000000;12790000000000000000;2870000000000000000;5340000000000000000;2910000000000000000;378300000000000000;-1222500000000000000
2185000000000000000000;24234000000000000;280000000000000000;50220000000000000000;17500000000000000000;25580000000000000000;16610000000000000000;378300000000000000;-1222500000000000000
2341000000000000000000;30897000000000000;520000000000000000;41900000000000000000;11050000000000000000;17860000000000000000;10370000000000000000;378300000000000000;-1222500000000000000
3276000000000000000000;58596000000000000;500000000000000000;25150000000000000000;3990000000000000000;9700000000000000000;3730000000000000000;378400000000000000;-1222300000000000000
3476000000000000000000;52868000000000000;470000000000000000;31750000000000000000;4540000000000000000;10980000000000000000;4850000000000000000;378400000000000000;-1222300000000000000
3661000000000000000000;59560000000000000;410000000000000000;25760000000000000000;4060000000000000000;7940000000000000000;3760000000000000000;378300000000000000;-1222400000000000000
3350000000000000000000;49643000000000000;370000000000000000;3340000000000000000;540000000000000000;980000000000000000;470000000000000000;378500000000000000;-1222400000000000000
3736000000000000000000;63434000000000000;520000000000000000;28000000000000000000;4110000000000000000;10610000000000000000;4030000000000000000;378500000000000000;-1222300000000000000
3895000000000000000000;51773000000000000;520000000000000000;35290000000000000000;5740000000000000000;11770000000000000000;5550000000000000000;378400000000000000;-1222400000000000000
3911000000000000000000;72354000000000000;520000000000000000;26120000000000000000;3650000000000000000;9010000000000000000;3670000000000000000;378500000000000000;-1222400000000000000
3373000000000000000000;54570000000000000;280000000000000000;52870000000000000000;10480000000000000000;20310000000000000000;9560000000000000000;378500000000000000;-1222200000000000000
2952000000000000000000;75000000000000000;500000000000000000;29350000000000000000;4730000000000000000;10310000000000000000;4790000000000000000;378400000000000000;-1222200000000000000
2923000000000000000000;60194000000000000;440000000000000000;34240000000000000000;5970000000000000000;13580000000000000000;5970000000000000000;378400000000000000;-1222100000000000000
4115000000000000000000;75544000000000000;400000000000000000;49910000000000000000;6740000000000000000;16160000000000000000;6540000000000000000;378300000000000000;-1222100000000000000
3115000000000000000000;60666000000000000;300000000000000000;22110000000000000000;3460000000000000000;8440000000000000000;3430000000000000000;378400000000000000;-1222000000000000000
3259000000000000000000;70548000000000000;340000000000000000;30380000000000000000;4900000000000000000;11400000000000000000;4960000000000000000;378400000000000000;-1222100000000000000
3926000000000000000000;116017000000000000;180000000000000000;16170000000000000000;2100000000000000000;5330000000000000000;1940000000000000000;378400000000000000;-1221900000000000000
3193000000000000000000;74882000000000000;350000000000000000;28650000000000000000;4600000000000000000;10720000000000000000;4430000000000000000;378400000000000000;-1222000000000000000
3333000000000000000000;68976000000000000;340000000000000000;50650000000000000000;7880000000000000000;16270000000000000000;7660000000000000000;378300000000000000;-1222100000000000000
3352000000000000000000;82049000000000000;280000000000000000;13260000000000000000;1840000000000000000;4630000000000000000;1900000000000000000;378300000000000000;-1221900000000000000
3512000000000000000000;84010000000000000;260000000000000000;15890000000000000000;2230000000000000000;5420000000000000000;2110000000000000000;378300000000000000;-1222000000000000000
3689000000000000000000;68538000000000000;290000000000000000;17910000000000000000;2710000000000000000;6610000000000000000;2690000000000000000;378300000000000000;-1221900000000000000
3659000000000000000000;83170000000000000;320000000000000000;18350000000000000000;2640000000000000000;6350000000000000000;2630000000000000000;378200000000000000;-1221900000000000000
3667000000000000000000;70175000000000000;370000000000000000;12290000000000000000;1810000000000000000;4200000000000000000;1760000000000000000;378200000000000000;-1222000000000000000
3628000000000000000000;63302000000000000;390000000000000000;37700000000000000000;5340000000000000000;12650000000000000000;5000000000000000000;378200000000000000;-1222000000000000000
4833000000000000000000;63624000000000000;300000000000000000;2920000000000000000;380000000000000000;1260000000000000000;520000000000000000;378100000000000000;-1221800000000000000
3314000000000000000000;70549000000000000;520000000000000000;23750000000000000000;3330000000000000000;8130000000000000000;3500000000000000000;378200000000000000;-1222100000000000000
3235000000000000000000;67851000000000000;450000000000000000;29640000000000000000;4360000000000000000;10670000000000000000;4260000000000000000;378100000000000000;-1222000000000000000
2167000000000000000000;28929000000000000;500000000000000000;28330000000000000000;6050000000000000000;12600000000000000000;5520000000000000000;378000000000000000;-1222100000000000000
2331000000000000000000;30812000000000000;380000000000000000;22540000000000000000;5350000000000000000;9510000000000000000;4870000000000000000;378000000000000000;-1222100000000000000
2964000000000000000000;52402000000000000;520000000000000000;13890000000000000000;2120000000000000000;5100000000000000000;2240000000000000000;378100000000000000;-1222100000000000000
2737000000000000000000;65217000000000000;520000000000000000;19710000000000000000;3350000000000000000;7650000000000000000;3080000000000000000;378100000000000000;-1222200000000000000
2277000000000000000000;32632000000000000;520000000000000000;21830000000000000000;4650000000000000000;11290000000000000000;4600000000000000000;378000000000000000;-1222200000000000000
1996000000000000000000;30298000000000000;520000000000000000;22860000000000000000;4640000000000000000;10730000000000000000;4410000000000000000;378000000000000000;-1222200000000000000
2398000000000000000000;45428000000000000;520000000000000000;27210000000000000000;5410000000000000000;11850000000000000000;5150000000000000000;378000000000000000;-1222200000000000000
2701000000000000000000;40720000000000000;520000000000000000;20240000000000000000;3390000000000000000;7560000000000000000;3400000000000000000;378100000000000000;-1222200000000000000
3021000000000000000000;53509000000000000;520000000000000000;29440000000000000000;5360000000000000000;10340000000000000000;5210000000000000000;378100000000000000;-1222200000000000000
2695000000000000000000;31603000000000000;520000000000000000;20330000000000000000;4860000000000000000;7870000000000000000;4590000000000000000;378000000000000000;-1222300000000000000
3147000000000000000000;47708000000000000;520000000000000000;14330000000000000000;2290000000000000000;6120000000000000000;2130000000000000000;378100000000000000;-1222300000000000000
3901000000000000000000;81564000000000000;520000000000000000;29270000000000000000;4020000000000000000;10210000000000000000;3800000000000000000;378100000000000000;-1222200000000000000
4103000000000000000000;88793000000000000;520000000000000000;23150000000000000000;2920000000000000000;8610000000000000000;2580000000000000000;378100000000000000;-1222300000000000000
3524000000000000000000;68591000000000000;520000000000000000;24850000000000000000;3130000000000000000;9530000000000000000;3270000000000000000;378100000000000000;-1222400000000000000
2873000000000000000000;60302000000000000;520000000000000000;14900000000000000000;2380000000000000000;6340000000000000000;2560000000000000000;378100000000000000;-1222400000000000000
3487000000000000000000;75080000000000000;520000000000000000;28140000000000000000;3650000000000000000;8780000000000000000;3520000000000000000;378100000000000000;-1222300000000000000
2438000000000000000000;27477000000000000;520000000000000000;20930000000000000000;5500000000000000000;9180000000000000000;4830000000000000000;378100000000000000;-1222400000000000000
2115000000000000000000;21944000000000000;520000000000000000;8880000000000000000;1680000000000000000;3600000000000000000;1750000000000000000;378000000000000000;-1222400000000000000
2184000000000000000000;30149000000000000;520000000000000000;20870000000000000000;5100000000000000000;11970000000000000000;4880000000000000000;378000000000000000;-1222500000000000000
2699000000000000000000;36750000000000000;520000000000000000;25130000000000000000;5020000000000000000;10480000000000000000;5180000000000000000;378100000000000000;-1222400000000000000
2188000000000000000000;32250000000000000;460000000000000000;32320000000000000000;8350000000000000000;13730000000000000000;7470000000000000000;378100000000000000;-1222500000000000000
2250000000000000000000;29345000000000000;420000000000000000;41200000000000000000;10650000000000000000;17150000000000000000;10150000000000000000;378000000000000000;-1222500000000000000
2500000000000000000000;21429000000000000;430000000000000000;23640000000000000000;7920000000000000000;13590000000000000000;7220000000000000000;378000000000000000;-1222500000000000000
1714000000000000000000;16121000000000000;410000000000000000;14710000000000000000;4690000000000000000;10620000000000000000;4130000000000000000;378000000000000000;-1222500000000000000
1938000000000000000000;13929000000000000;290000000000000000;24680000000000000000;8640000000000000000;13350000000000000000;7730000000000000000;378000000000000000;-1222500000000000000
1250000000000000000000;23173000000000000;270000000000000000;16320000000000000000;4920000000000000000;11710000000000000000;4290000000000000000;377900000000000000;-1222400000000000000
975000000000000000000;17772000000000000;450000000000000000;17860000000000000000;5260000000000000000;14750000000000000000;4600000000000000000;377900000000000000;-1222500000000000000
1250000000000000000000;26458000000000000;500000000000000000;6290000000000000000;1880000000000000000;7420000000000000000;1960000000000000000;377900000000000000;-1222500000000000000
1388000000000000000000;21810000000000000;520000000000000000;13390000000000000000;3910000000000000000;10860000000000000000;3630000000000000000;377900000000000000;-1222500000000000000
1167000000000000000000;22303000000000000;360000000000000000;16780000000000000000;6060000000000000000;16450000000000000000;5430000000000000000;378000000000000000;-1222500000000000000
1518000000000000000000;16504000000000000;430000000000000000;23440000000000000000;6470000000000000000;17100000000000000000;6440000000000000000;378000000000000000;-1222500000000000000
1270000000000000000000;22697000000000000;520000000000000000;9960000000000000000;2280000000000000000;7310000000000000000;2280000000000000000;378000000000000000;-1222400000000000000
1286000000000000000000;21563000000000000;520000000000000000;15910000000000000000;3730000000000000000;11180000000000000000;3470000000000000000;378000000000000000;-1222400000000000000
1406000000000000000000;21348000000000000;520000000000000000;15860000000000000000;3980000000000000000;10060000000000000000;3350000000000000000;378000000000000000;-1222400000000000000
1827000000000000000000;26292000000000000;470000000000000000;20460000000000000000;5880000000000000000;12130000000000000000;5540000000000000000;378000000000000000;-1222400000000000000
1469000000000000000000;23833000000000000;520000000000000000;11920000000000000000;2890000000000000000;7720000000000000000;2570000000000000000;378000000000000000;-1222300000000000000
1228000000000000000000;29570000000000000;520000000000000000;18030000000000000000;4200000000000000000;13210000000000000000;4010000000000000000;378000000000000000;-1222400000000000000
1693000000000000000000;25238000000000000;490000000000000000;28380000000000000000;7490000000000000000;14870000000000000000;6770000000000000000;378000000000000000;-1222400000000000000
1266000000000000000000;19375000000000000;520000000000000000;7830000000000000000;1840000000000000000;4880000000000000000;1860000000000000000;378000000000000000;-1222300000000000000
1279000000000000000000;19028000000000000;510000000000000000;15900000000000000000;4140000000000000000;9490000000000000000;3920000000000000000;378000000000000000;-1222300000000000000
1235000000000000000000;22500000000000000;500000000000000000;17460000000000000000;4800000000000000000;11490000000000000000;4150000000000000000;378000000000000000;-1222300000000000000
1119000000000000000000;23929000000000000;520000000000000000;12520000000000000000;2990000000000000000;8440000000000000000;2800000000000000000;378000000000000000;-1222300000000000000
1128000000000000000000;21917000000000000;430000000000000000;59630000000000000000;13440000000000000000;43670000000000000000;12310000000000000000;377900000000000000;-1222300000000000000
1079000000000000000000;29357000000000000;520000000000000000;17830000000000000000;3950000000000000000;16590000000000000000;4120000000000000000;377900000000000000;-1222300000000000000
1375000000000000000000;18854000000000000;300000000000000000;9990000000000000000;2640000000000000000;10110000000000000000;2630000000000000000;377900000000000000;-1222300000000000000
1055000000000000000000;21638000000000000;390000000000000000;14690000000000000000;4310000000000000000;14640000000000000000;3890000000000000000;377900000000000000;-1222400000000000000
955000000000000000000;21250000000000000;470000000000000000;13720000000000000000;3950000000000000000;12370000000000000000;3030000000000000000;377900000000000000;-1222400000000000000
1161000000000000000000;33750000000000000;520000000000000000;6740000000000000000;1800000000000000000;6470000000000000000;1680000000000000000;377900000000000000;-1222400000000000000
1122000000000000000000;22542000000000000;430000000000000000;16260000000000000000;3760000000000000000;12840000000000000000;3570000000000000000;377900000000000000;-1222400000000000000
750000000000000000000;21000000000000000;510000000000000000;1750000000000000000;430000000000000000;2280000000000000000;550000000000000000;377900000000000000;-1222500000000000000
1125000000000000000000;16000000000000000;390000000000000000;4610000000000000000;1290000000000000000;3810000000000000000;1230000000000000000;377900000000000000;-1222500000000000000
1250000000000000000000;36250000000000000;520000000000000000;9020000000000000000;2370000000000000000;8460000000000000000;2270000000000000000;377900000000000000;-1222500000000000000
1150000000000000000000;16929000000000000;200000000000000000;23730000000000000000;7790000000000000000;16590000000000000000;6760000000000000000;378000000000000000;-1222600000000000000
950000000000000000000;16471000000000000;520000000000000000;3910000000000000000;1280000000000000000;5200000000000000000;1380000000000000000;377700000000000000;-1222200000000000000
